iteration = 1 , objective = 0.6838089108757762, inputs = [0.95, 1.1], constraints = [0.38240745957532796]
iteration = 274 , objective = 0.6133456198285836, inputs = [1.290245908738254, 1.1631607107923119], constraints = [-0.0022798071916914904]
iteration = 275 , objective = 0.6133490843736661, inputs = [1.2902239424658064, 1.1631110849400212], constraints = [-0.002105382904208061]
iteration = 276 , objective = 0.6133508546095865, inputs = [1.2902127232350324, 1.1630857386328344], constraints = [-0.0020162984941970398]
iteration = 277 , objective = 0.6133508069068383, inputs = [1.2902127381361936, 1.1630857386328344], constraints = [-0.0020161917659768376]
iteration = 278 , objective = 0.6133508525421741, inputs = [1.2902127232350324, 1.1630857535339956], constraints = [-0.002016341645397339]
iteration = 279 , objective = 0.61335085577188, inputs = [1.2902127232350324, 1.1630857386328344], constraints = [-0.002016301050670205]
iteration = 280 , objective = 0.6133508379411076, inputs = [1.2902127381361936, 1.1630857386328344], constraints = [-0.002016270604620211]
iteration = 281 , objective = 0.6133508538249792, inputs = [1.2902127232350324, 1.1630857535339956], constraints = [-0.0020163442706845817]
iteration = 282 , objective = 0.613350854609585, inputs = [1.2902127232350324, 1.1630857386328344], constraints = [-0.002016298494193745]
iteration = 283 , objective = 0.6133508069085583, inputs = [1.2902127381361936, 1.1630857386328344], constraints = [-0.0020161917703686305]
iteration = 284 , objective = 0.6133508525398494, inputs = [1.2902127232350324, 1.1630857535339956], constraints = [-0.002016341640285661]
iteration = 285 , objective = 0.6119181377309928, inputs = [1.3, 1.1865986544008424], constraints = [-0.08472312651154719]
iteration = 286 , objective = 0.6127687614996729, inputs = [1.2938879502330423, 1.1719150897289254], constraints = [-0.032915357704915056]
iteration = 287 , objective = 0.6131260543089077, inputs = [1.2915982854116985, 1.1664144078360899], constraints = [-0.013644868894345156]
iteration = 288 , objective = 0.613264984068038, inputs = [1.2907357636068566, 1.1643422887949781], constraints = [-0.006402561309377266]
iteration = 289 , objective = 0.613318274553369, inputs = [1.290410291492906, 1.1635603758498427], constraints = [-0.003672632169178646]
iteration = 290 , objective = 0.613338524629586, inputs = [1.290287368490846, 1.1632650661061015], constraints = [-0.002642024492072369]
iteration = 291 , objective = 0.6133461927403164, inputs = [1.2902409282420362, 1.1631534982323475], constraints = [-0.002252721544158975]
iteration = 292 , objective = 0.6133490926244834, inputs = [1.2902233809703358, 1.1631113427348219], constraints = [-0.002105633482469821]
iteration = 293 , objective = 0.6133501887455081, inputs = [1.2902167504907869, 1.1630954136964509], constraints = [-0.002050055447262527]
iteration = 294 , objective = 0.6133506029886732, inputs = [1.2902142450280731, 1.1630893945825371], constraints = [-0.002029054321491241]
iteration = 295 , objective = 0.6133507595273273, inputs = [1.2902132982812762, 1.1630871201217017], constraints = [-0.002021118587365795]
iteration = 296 , objective = 0.6133507118262532, inputs = [1.2902133131824374, 1.1630871201217017], constraints = [-0.0020210118636687546]
iteration = 297 , objective = 0.6133507574608397, inputs = [1.2902132982812762, 1.1630871350228629], constraints = [-0.00202116174062357]
iteration = 298 , objective = 0.6133507607843952, inputs = [1.2902132982812762, 1.1630871201217017], constraints = [-0.00202112135229453]
iteration = 299 , objective = 0.6133507475478894, inputs = [1.2902133131824374, 1.1630871201217017], constraints = [-0.0020210999208156973]
iteration = 300 , objective = 0.613350758742739, inputs = [1.2902132982812762, 1.1630871350228629], constraints = [-0.002021164672605069]
iteration = 301 , objective = 0.6133507595273265, inputs = [1.2902132982812762, 1.1630871201217017], constraints = [-0.0020211185873625004]
iteration = 302 , objective = 0.6133507118266309, inputs = [1.2902133131824374, 1.1630871201217017], constraints = [-0.0020210118645121893]
iteration = 303 , objective = 0.6133507574636402, inputs = [1.2902132982812762, 1.1630871350228629], constraints = [-0.0020211617467829493]
iteration = 304 , objective = 0.6129337146230551, inputs = [1.3, 1.1639850593198546], constraints = [-0.014300287876321092]
iteration = 305 , objective = 0.6131431861724733, inputs = [1.2950231988172753, 1.1635284330741775], constraints = [-0.008052753756823388]
iteration = 306 , objective = 0.6132480905118762, inputs = [1.2925776631107417, 1.163304052845323], constraints = [-0.004985245416934226]
iteration = 307 , objective = 0.6133001331616841, inputs = [1.2913756346384526, 1.1631937655888411], constraints = [-0.0034781077212843016]
iteration = 308 , objective = 0.6133258330018041, inputs = [1.2907847352893023, 1.1631395500111097], constraints = [-0.002737368083462397]
iteration = 309 , objective = 0.6133384956885988, inputs = [1.2904942387894927, 1.1631128966807434], constraints = [-0.0023732431174434626]
iteration = 310 , objective = 0.6133447280067347, inputs = [1.2903514209684481, 1.1630997930097215], constraints = [-0.002194235930985022]
iteration = 311 , objective = 0.6133477936026313, inputs = [1.2902812057988766, 1.1630933507010792], constraints = [-0.0021062303792022115]
iteration = 312 , objective = 0.6133493012043211, inputs = [1.2902466848564513, 1.163090183371753], constraints = [-0.0020629634301240984]
iteration = 313 , objective = 0.6133500425129962, inputs = [1.290229712736284, 1.1630886261635727], constraints = [-0.002041691493471194]
iteration = 314 , objective = 0.6133504070003902, inputs = [1.290221368426518, 1.163087860565209], constraints = [-0.0020312332193444063]
iteration = 315 , objective = 0.6133503589402848, inputs = [1.2902213833276792, 1.163087860565209], constraints = [-0.002031125581297293]
iteration = 316 , objective = 0.6133504062154504, inputs = [1.290221368426518, 1.1630878754663703], constraints = [-0.0020312791912958086]
iteration = 317 , objective = 0.6133504070000702, inputs = [1.290221368426518, 1.163087860565209], constraints = [-0.0020312332186195802]
iteration = 318 , objective = 0.613350359274436, inputs = [1.2902213833276792, 1.163087860565209], constraints = [-0.002031126432970959]
iteration = 319 , objective = 0.613350406215452, inputs = [1.290221368426518, 1.1630878754663703], constraints = [-0.0020312791912991033]
iteration = 320 , objective = 0.6133504070000716, inputs = [1.290221368426518, 1.163087860565209], constraints = [-0.002031233218622875]
iteration = 321 , objective = 0.6133503592723996, inputs = [1.2902213833276792, 1.163087860565209], constraints = [-0.0020311264277703338]
iteration = 322 , objective = 0.6133504062154512, inputs = [1.290221368426518, 1.1630878754663703], constraints = [-0.002031279191297456]
iteration = 323 , objective = 0.6129611341003715, inputs = [1.2999999999999456, 1.163491362906417], constraints = [-0.012782948943305646]
iteration = 324 , objective = 0.6131530179045621, inputs = [1.2951055237396831, 1.1632893987956747], constraints = [-0.007396729001659201]
iteration = 325 , objective = 0.6132510544587582, inputs = [1.2926613532374167, 1.1631885433219238], constraints = [-0.004710498712955918]
iteration = 326 , objective = 0.6133005824398715, inputs = [1.2914404370487889, 1.1631381638248712], constraints = [-0.003369554545969924]
iteration = 327 , objective = 0.6133254658593061, inputs = [1.2908304716837997, 1.163112994408171], constraints = [-0.002699846296703785]
iteration = 328 , objective = 0.6133379333243487, inputs = [1.2905257123041955, 1.1631004189141205], constraints = [-0.002365293117376398]
iteration = 329 , objective = 0.6133441715506865, inputs = [1.2903734384655765, 1.1630941355349047], constraints = [-0.0021981469248455844]
iteration = 330 , objective = 0.6133472905918563, inputs = [1.2902973529872088, 1.1630909959679394], constraints = [-0.002114633463646828]
iteration = 331 , objective = 0.6133488496371224, inputs = [1.2902593356177747, 1.1630894272313061], constraints = [-0.002072905498354099]
iteration = 332 , objective = 0.6133496287848363, inputs = [1.2902403395167525, 1.163088643382239], constraints = [-0.002052055556894034]
iteration = 333 , objective = 0.6133500181366494, inputs = [1.2902308477307536, 1.1630882517162022], constraints = [-0.002041637518633894]
iteration = 334 , objective = 0.6133499699587773, inputs = [1.2902308626319148, 1.1630882517162022], constraints = [-0.00204152958152397]
iteration = 335 , objective = 0.6133500173515829, inputs = [1.2902308477307536, 1.1630882666173634], constraints = [-0.002041683490213781]
iteration = 336 , objective = 0.6133500181362499, inputs = [1.2902308477307536, 1.1630882517162022], constraints = [-0.0020416375177278625]
iteration = 337 , objective = 0.6133499703770904, inputs = [1.2902308626319148, 1.1630882517162022], constraints = [-0.002041530647520804]
iteration = 338 , objective = 0.6133500173515829, inputs = [1.2902308477307536, 1.1630882666173634], constraints = [-0.002041683490213781]
iteration = 339 , objective = 0.6133500181362499, inputs = [1.2902308477307536, 1.1630882517162022], constraints = [-0.0020416375177278625]
iteration = 340 , objective = 0.6133499703766458, inputs = [1.2902308626319148, 1.1630882517162022], constraints = [-0.002041530646385794]
iteration = 341 , objective = 0.6133500173515837, inputs = [1.2902308477307536, 1.1630882666173634], constraints = [-0.0020416834902154284]
iteration = 342 , objective = 0.6129611338255272, inputs = [1.3, 1.1634913678325691], constraints = [-0.01278296407894606]
iteration = 343 , objective = 0.6131515256343518, inputs = [1.2951430120966179, 1.163290948180291], constraints = [-0.007437955979775958]
iteration = 344 , objective = 0.6132494411010943, inputs = [1.2927012772016317, 1.1631901919774053], constraints = [-0.004754361438397177]
iteration = 345 , objective = 0.6132992403793279, inputs = [1.2914733989789033, 1.1631395245820288], constraints = [-0.0034057510883138908]
iteration = 346 , objective = 0.613324428925426, inputs = [1.2908558440966456, 1.1631140416824979], constraints = [-0.002727701809523353]
iteration = 347 , objective = 0.6133371343619961, inputs = [1.2905452252052092, 1.1631012242467844], constraints = [-0.00238671300695782]
iteration = 348 , objective = 0.6133435344504266, inputs = [1.2903889837343743, 1.16309477706967], constraints = [-0.0022152103318609042]
iteration = 349 , objective = 0.6133467559249927, inputs = [1.2903103926996635, 1.1630915340745953], constraints = [-0.0021289461322705175]
iteration = 350 , objective = 0.6133483769803927, inputs = [1.290270860268368, 1.1630899028009969], constraints = [-0.002085554973678838]
iteration = 351 , objective = 0.6133491925523573, inputs = [1.2902509747837292, 1.16308908224266], constraints = [-0.002063728733233957]
iteration = 352 , objective = 0.6133496028384928, inputs = [1.2902409720223267, 1.163088669486853], constraints = [-0.002052749798774258]
iteration = 353 , objective = 0.6133495546315273, inputs = [1.2902409869234879, 1.163088669486853], constraints = [-0.0020526417848918017]
iteration = 354 , objective = 0.6133496020533821, inputs = [1.2902409720223267, 1.1630886843880142], constraints = [-0.0020527957702144843]
iteration = 355 , objective = 0.6133496028380978, inputs = [1.2902409720223267, 1.163088669486853], constraints = [-0.0020527497979209424]
iteration = 356 , objective = 0.6133495550427418, inputs = [1.2902409869234879, 1.163088669486853], constraints = [-0.0020526428363809397]
iteration = 357 , objective = 0.6133496020533835, inputs = [1.2902409720223267, 1.1630886843880142], constraints = [-0.002052795770217779]
iteration = 358 , objective = 0.6133496028380978, inputs = [1.2902409720223267, 1.163088669486853], constraints = [-0.0020527497979209424]
iteration = 359 , objective = 0.6133495550429048, inputs = [1.2902409869234879, 1.163088669486853], constraints = [-0.002052642836796066]
iteration = 360 , objective = 0.6133496020533828, inputs = [1.2902409720223267, 1.1630886843880142], constraints = [-0.0020527957702161314]
iteration = 361 , objective = 0.6129611335970716, inputs = [1.2999999999442957, 1.16349137196366], constraints = [-0.012782976717431423]
iteration = 362 , objective = 0.6131506679020072, inputs = [1.2951645628248667, 1.1632918395389136], constraints = [-0.0074616582281051315]
iteration = 363 , objective = 0.6132484634200082, inputs = [1.2927254751566075, 1.1631911915386197], constraints = [-0.004780947942021794]
iteration = 364 , objective = 0.6132983690563611, inputs = [1.2914948026636117, 1.16314040831871], constraints = [-0.003429255802697542]
iteration = 365 , objective = 0.6133236967560879, inputs = [1.2908737616241848, 1.1631147813027023], constraints = [-0.0027473731795200343]
iteration = 366 , objective = 0.613336515573183, inputs = [1.2905603393374352, 1.1631018480544146], constraints = [-0.0024033044046041286]
iteration = 367 , objective = 0.6133429945711192, inputs = [1.2904021579019982, 1.163095320759243], constraints = [-0.0022296711699682542]
iteration = 368 , objective = 0.6133462667564424, inputs = [1.2903223236304842, 1.1630920264292], constraints = [-0.0021420418437631704]
iteration = 369 , objective = 0.6133479188752208, inputs = [1.2902820308664178, 1.163090363764023], constraints = [-0.0020978159003101973]
iteration = 370 , objective = 0.6133487528715726, inputs = [1.2902616948021717, 1.163089524604272], constraints = [-0.0020754949890891524]
